,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
0,-3.46045,2.8016387997325185,2.105504333333333,-12.64,6.51,19.15,-3.38,1.6100000000000003,3.11,545,52,314,144,0.19527060043229186,0.8190489134391066,19.82389416666664,-3.46045,2076.27,52.98190833461577,43.618478835111155,29.408557925101015,3.5128908949251563,281.17286596847,277.65997507354484,41.90084642968797,19.253058975860235,41.51991852798133,0,300,110,96,2.4139526686659285,7.639235115762805,4709.654306666662,52.98190833461577,9.351833333333333,5.375444413152171,4.610851666666667,-0.27,19.76,20.03,9.29,4.619999999999999,9.13,3,597,297,137,0.03807045261449447,-1.105618247623888,116.3521893333334,9.351833333333333,5611.099999999999,84.83744973041017,100.778878276023,53.832292693682795,5.0083667748828145,994.8079095927473,989.7995428178644,60.45842759029391,27.840641249015807,57.73006678531374,0,300,97,104,4.76513357331986,30.82087507572451,17353.775183333328,84.83744973041017,0.08676666666666664,3.241298075188739,2.0826653333333334,-5.83,14.18,20.009999999999998,-0.42,1.1099999999999999,2.2375,369,224,204,165,2.0134028308673084,5.111202987295895,10.513541666666649,0.08676666666666664,52.06,61.14857870316225,50.820835595090045,32.71108761037077,1.1187849852314813,422.2414858691882,421.1227008839567,49.06726232877939,20.788270044062614,42.18629587829979,0,300,112,93,2.9065869051816238,12.381773101427074,6321.906008000001,61.14857870316225,19,Walking
1,-6.785616666666667,8.792051142161815,7.7087472777777775,-19.23,14.63,33.86,-5.484999999999999,7.055,15.9475,426,172,323,99,-0.007268017932917023,-1.1490609422914169,123.34475683333334,-6.785616666666667,4071.37,116.79926027719873,180.93656838433515,76.08440574440526,2.4715248430815424,2101.9311074588604,2099.459582615779,84.59170395273932,34.52275164247784,71.79387644325504,0,300,81,97,7.040498339743962,61.249976610448755,46380.10897999997,116.79926027719873,1.2985666666666666,9.065288611634061,7.5863084444444455,-15.01,19.76,34.77,-1.76,4.77,13.5975,344,255,232,132,0.6926495089261294,-0.7105832735856281,83.86573299999996,1.2985666666666666,779.14,118.15406865067732,188.0161152435903,76.83113431301227,3.219850675935767,2567.5211179912153,2564.3012673152793,82.72667082481837,33.69563325033055,69.6776149097464,0,300,79,96,8.652201005244812,98.67452868291552,49310.44353000002,118.15406865067732,-1.2729666666666666,4.154486674936173,3.1926564444444443,-14.1,15.17,29.27,-1.78,2.58,5.1499999999999995,399,198,272,160,0.6952385250203659,1.2613477143977478,18.880203666666663,-1.2729666666666666,763.78,80.47937634192411,62.41812050156811,37.897237386167035,7.532422802985051,572.7126231201561,565.180200317171,68.8049220826948,25.166863299673704,49.08721993158291,0,300,114,98,3.7414207864996336,21.37690701975478,10372.951783333338,80.47937634192411,19,Jogging
2,-1.8238833333333333,4.156413047294773,2.9075338333333334,-12.22,16.59,28.810000000000002,-2.22,2.0700000000000003,4.07,437,163,273,150,1.132060329510419,3.6690787504832283,20.602319833333315,-1.8238833333333333,1094.33,75.12961797913023,68.74197185351866,45.31954411476529,2.9516865052633343,614.3244727673923,611.372786262129,58.254127959664075,31.231350940397505,62.366331313000146,0,300,108,99,3.1629611111903078,16.23736658846703,10369.918191999997,75.12961797913023,10.070616666666666,4.286027117629514,3.3694063888888888,-6.17,19.57,25.740000000000002,10.15,2.7399999999999993,5.54,2,598,305,151,-0.1333120742039342,-0.15173146937083892,119.78734849999994,10.070616666666666,6042.37,73.08400088191617,75.43034794492253,43.722228217389734,2.104640996726199,632.1442063949158,630.0395653981897,55.38472413953772,26.121732834444945,54.484496505224655,0,300,105,93,4.086263096877722,22.842001097402456,11031.008575999995,73.08400088191617,-1.5867,4.237738914798787,2.971739,-17.67,15.32,32.99,-2.14,1.9349999999999998,3.849999999999999,461,137,251,146,0.9012793734375212,2.3059761972356476,20.47604799999998,-1.5867,952.02,71.80524176824663,74.96428323722115,44.04330327543467,1.7660697841038662,633.1365695439314,631.3704997598276,53.32856446302833,22.94431734123141,48.31191226719346,0,300,103,101,3.9603981792149505,21.536792359567414,10775.63650666667,71.80524176824663,14,Walking
3,-5.691616666666667,8.41365970033585,7.065484333333334,-19.61,10.99,30.6,-5.82,6.495,12.877500000000001,435,163,294,132,0.06253758143525708,-1.0118975629245206,103.18416983333327,-5.691616666666667,3414.97,104.79967680218297,177.46417177041116,76.561736525417,5.855464405616598,1920.6193924098402,1914.7639280042235,65.13348639525555,30.687105675296547,66.78800202760362,0,300,76,95,6.659786346014635,53.552574177935426,42476.50452000001,104.79967680218297,7.2864,9.786435631696218,7.846389333333334,-16.55,19.57,36.120000000000005,8.030000000000001,6.510000000000002,12.962499999999999,114,486,313,133,-0.6389081513240021,-0.3968849594949124,148.86594733333345,7.2864,4371.84,134.53384953518184,198.40936659823225,101.33918240687447,5.755073151406041,1615.5638782805634,1609.8088051291572,81.40678705407062,35.815597296678526,82.23802248353584,0,300,74,96,4.551940151006443,24.03806372767088,57465.63342466666,134.53384953518184,-1.254133333333333,5.569136669977572,4.6858666666666675,-15.85,13.59,29.439999999999998,-1.25,4.505,9.01,341,257,300,161,0.048146247494221646,-0.6369306091318676,32.58813366666664,-1.254133333333333,752.48,92.30470575997822,100.45929533844628,57.392322119291855,1.7738880404535058,975.866098457577,974.0922104171235,67.04514714270994,28.479632496124065,59.558958058653275,0,300,88,101,4.314358504903131,26.57007663319783,18612.228725333334,92.30470575997822,10,Jogging
4,5.761383333333333,10.302226664806767,9.009095722222222,-15.01,19.57,34.58,6.89,9.459999999999999,18.7825,203,394,319,132,-0.22529709189362002,-1.2266692169514308,139.3294121666668,5.761383333333333,3456.83,202.26589378958863,150.90444316022922,111.40700365781177,10.614146816938103,991.3793211402984,980.7651743233603,161.1131292239162,75.02247713609748,156.69345549099143,0,300,114,100,1.6636039899909068,3.6271147249499904,63683.64275599997,202.26589378958863,7.178249999999999,8.510644419637094,7.734285,-8.58,19.57,28.15,3.95,5.75,16.947499999999998,177,419,266,117,0.27693867148263857,-1.4555057875113016,123.95834149999993,7.178249999999999,4306.950000000001,165.9742757538088,126.16300212026756,91.29918116994381,7.678998710975157,684.5174385454897,676.8384398345145,133.9977371836262,59.841553189195984,130.69532802886886,0,300,108,105,1.7280282766987816,3.2639082751194186,43464.56331599997,165.9742757538088,0.36232395281333346,5.033212783571723,3.9188090756513776,-10.800936,14.818938,25.619874,-0.46309182,2.75812045,5.945281775,331,268,254,169,0.5447740402713257,0.14337156631268533,25.464509571492055,0.36232395281333346,217.394371688,107.35014589651954,60.681539269265116,47.38900731664074,3.5045337042087508,408.4020410741476,404.8975073699388,99.9299967562595,39.43773429564678,79.51901283230352,0,300,136,100,0.9702023520330222,1.8184518549223219,15206.303032091388,107.35014589651954,20,Jogging
5,8.085,3.3467458323969965,2.371183333333333,-3.41,19.57,22.98,8.01,1.4600000000000009,3.039999999999999,6,594,291,140,0.3144454476347576,1.8344375904204675,76.56793266666668,8.085,4851.0,67.187403227381,46.97188716201758,36.45035726586882,4.679508868837183,302.6440271878088,297.9645183189716,54.70026497033285,25.853451432248228,58.8281994015735,0,300,113,94,1.3154041454937424,2.2025889224650177,6720.505335999999,67.187403227381,6.294316666666667,2.8500128420275974,2.1839552777777778,-2.14,15.24,17.38,6.21,1.6799999999999997,3.3500000000000005,7,592,295,153,0.3672153070920085,0.5554970380809396,47.74099550000001,6.294316666666667,3776.59,58.18514540122621,38.727628414843124,27.981261943237552,4.389004966778668,277.4179006499616,273.02889568318295,51.36083310067485,19.387789623591658,39.967346061405465,0,300,117,96,1.7313892179279826,4.791633242106298,4885.340348000003,58.18514540122621,-0.6433333333333333,2.656868938347459,1.8133555555555556,-8.24,13.33,21.57,-1.12,1.17,2.37,427,168,233,158,1.7246091763504687,5.226808762486231,7.4728303333333335,-0.6433333333333333,386.0,55.479602396037905,34.020394882739744,26.61317861817134,1.1000000000000032,213.34137028882714,212.24137028882714,49.0558642677958,21.99929101456369,44.48277124967443,0,300,127,99,1.1750497837061877,2.03076202342141,4235.373549999998,55.479602396037905,14,Upstairs
6,-7.721299999999999,7.754726492705379,6.586954,-19.61,10.0,29.61,-8.695,6.135,12.5075,466,134,274,129,0.13349924376448488,-1.0486965891191093,119.75425666666679,-7.721299999999999,4632.78,99.66100367008109,161.74754078544362,63.344849697603436,4.993761923355756,2331.2673203826303,2326.2735584592747,72.52598443660548,31.643914005009908,69.9864566976409,0,300,94,98,9.969039706324219,124.2766407973815,36094.58260266672,99.66100367008109,6.014583333333333,7.685773231088868,6.298136111111111,-11.33,19.57,30.9,5.67,5.074999999999999,10.3525,123,477,290,141,-0.07997527353284879,-0.7084242042424571,95.24632283333321,6.014583333333333,3608.75,109.03162403875575,153.50738469795107,66.6196177521535,7.495558256687701,1584.1471481718158,1576.6515899151282,80.86214167434785,35.812865759401,72.38658434219725,0,300,97,96,6.448682711863228,49.75201356979646,35452.41219733333,109.03162403875575,-1.0917999999999999,6.836080999130033,5.033594,-18.24,19.08,37.31999999999999,-1.95,3.27,6.710000000000001,386,212,249,157,0.4541935009065121,0.7419860702748915,47.924030666666695,-1.0917999999999999,655.08,99.88686807175729,134.52919967606297,63.294965740741524,2.385538486119326,1611.6741114128588,1609.2885729267396,70.93564926703522,35.03143115685971,74.87629341754305,0,300,99,90,7.15256118719915,66.99671847873864,28075.491978666672,99.88686807175729,14,Jogging
7,-2.5316666666666667,3.886510374216038,3.240688888888889,-13.14,8.39,21.53,-2.45,3.045,6.1375,421,176,304,149,0.004063713391033155,-0.4645542989423559,21.51429900000003,-2.5316666666666667,1519.0,64.31380802842713,70.19260808814526,37.77409390093017,3.041401433716587,837.8464558288333,834.8050543951167,50.216189729528224,22.53766905695956,42.898326963357654,0,300,100,98,5.868446590716668,52.545724488240694,9063.268133333337,64.31380802842713,8.349099999999998,6.793486992946503,6.030521666666667,-5.05,19.57,24.62,7.86,6.17,12.517499999999998,70,530,285,164,0.0751236174491437,-1.340578430246603,115.85893633333326,8.349099999999998,5009.459999999999,101.0212941148596,132.26554465679652,61.34451553260899,2.624975252281898,1575.930603681181,1573.3056284288991,71.1507517968312,29.628347428056124,63.75273522247845,0,300,90,100,6.738144898829198,60.049874246948995,27699.47616800002,101.0212941148596,-2.61235,2.9959693997380326,2.329608166666667,-13.59,2.68,16.27,-1.82,1.6300000000000001,3.76,494,101,367,170,-1.1666366579601533,1.096771860298527,15.800205166666641,-2.61235,1567.41,55.34738068542986,48.20651797487665,31.29482858057373,1.2497406067504366,488.6724101961898,487.42266958943935,44.20143386752147,21.690625972282078,46.486966384312694,0,300,116,93,3.7004257881126548,24.51005407094417,5387.200923999996,55.34738068542986,11,Jogging
8,4.276366666666666,5.2474552688792775,4.325418222222222,-5.9,18.31,24.21,4.1,3.74,7.43,137,460,296,209,0.4094980488445476,-0.43565188002534594,45.82309866666665,4.276366666666666,2565.82,79.55569878669584,100.95850614927824,53.14242728985434,3.5664861122194975,912.7328405647547,909.1663544525352,56.03789069948968,25.856218025113527,53.58388196309388,0,300,83,99,4.875496495239264,30.591305733269806,16521.72917333333,79.55569878669584,7.820799999999999,7.587686957169491,6.588826666666666,-7.74,19.57,27.310000000000002,7.404999999999999,6.4350000000000005,13.15,99,501,290,146,-0.04296797170003511,-1.1293276542864492,118.73790600000002,7.820799999999999,4692.4800000000005,99.24248814860645,157.2865556197998,71.66228292138561,4.665345607633379,1566.4660979177131,1561.8007523100798,60.86665328233829,27.09997584185029,60.9819812433824,0,300,76,97,6.253553953194346,47.68877886426236,34588.13203266665,99.24248814860645,1.8554999842933333,5.211958969094957,4.3665050565688,-12.789507,13.906375,26.695882,1.57315015,4.072483999999999,8.410564874999999,224,371,291,151,-0.09240332931033994,-0.7112991151501435,30.607396487241875,1.8554999842933333,1113.299990576,85.40162353184057,94.94821514758242,59.034694047910186,1.9072136646225477,684.1447119011832,682.2374982365607,56.50830584022253,26.71499598241877,66.52539285956823,0,300,87,98,3.4082060163766448,14.993196976628123,16308.60086158582,85.40162353184057,5,Jogging
9,2.1142833333333337,3.8784164921252193,2.957987777777778,-7.08,18.16,25.240000000000002,1.65,2.18,4.34,175,422,260,140,0.7919124124286266,0.95818855317644,19.512308499999982,2.1142833333333337,1268.57,65.04515772526563,69.27203361984294,39.11257748956208,2.595524764006789,565.5658589596549,562.9703341956481,49.375962338342134,19.744396620173728,39.141771187418954,0,300,91,90,3.892971578384952,19.253036112770065,9029.487185333335,65.04515772526563,9.95875,3.967205641779446,3.2356125,2.45,19.53,17.080000000000002,9.64,2.8949999999999996,5.760000000000001,0,600,275,171,0.3539707757270243,-0.5915707996204049,114.91542216666679,9.95875,5975.25,58.0036178241553,77.97806434702859,39.91224764958152,4.616279134960301,902.4612752983778,897.8449961634175,39.7368506722115,17.085099638705405,35.433979057011705,0,300,79,93,5.983491758646394,51.49905140762524,9444.998200000004,58.0036178241553,-0.13511385805000004,3.7469895937871383,2.656305588317,-7.3958488,15.431854,22.827702799999997,-1.1849703,1.3484143000000002,2.9419950999999998,424,176,182,172,1.662942975645809,2.833819167415003,14.058186770586266,-0.13511385805000004,81.06831482999998,62.77215045521281,67.06042330401365,40.00289866628122,4.530620421480607,705.4063153324022,700.8756949109215,43.585495593107865,21.266406728729137,47.76230514636155,0,300,98,90,4.397124940960096,30.62085558828594,8437.443246485363,62.77215045521281,6,Walking
